Gene name	Gene stable ID	Transcript stable ID
nefmb	ENSDARG00000043697	ENSDART00000064163
ELFN2	ENSDARG00000077609	ENSDART00000139892
ccn4a	ENSDARG00000054331	ENSDART00000147714
ccn4a	ENSDARG00000054331	ENSDART00000076506
ccdc24	ENSDARG00000038793	ENSDART00000132221
ccdc24	ENSDARG00000038793	ENSDART00000134024
ccdc24	ENSDARG00000038793	ENSDART00000056656
ccny	ENSDARG00000063677	ENSDART00000133360
ccny	ENSDARG00000063677	ENSDART00000179062
ccny	ENSDARG00000063677	ENSDART00000093256
ccny	ENSDARG00000063677	ENSDART00000138943
ntn2	ENSDARG00000076748	ENSDART00000112318
ntn2	ENSDARG00000076748	ENSDART00000154461
	ENSDARG00000001559	ENSDART00000132471
	ENSDARG00000001559	ENSDART00000151348
	ENSDARG00000001559	ENSDART00000189743
	ENSDARG00000001559	ENSDART00000186003
	ENSDARG00000001559	ENSDART00000193856
lft2	ENSDARG00000044059	ENSDART00000064678
ugp2b	ENSDARG00000008200	ENSDART00000163221
ugp2b	ENSDARG00000008200	ENSDART00000131417
ugp2b	ENSDARG00000008200	ENSDART00000142283
ugp2b	ENSDARG00000008200	ENSDART00000139963
ugp2b	ENSDARG00000008200	ENSDART00000140467
pnocb	ENSDARG00000024189	ENSDART00000034252
epd	ENSDARG00000103498	ENSDART00000171617
C5H2orf68	ENSDARG00000059459	ENSDART00000136605
si:ch211-63o20.7	ENSDARG00000042000	ENSDART00000153270
si:ch211-63o20.7	ENSDARG00000042000	ENSDART00000061555
mtmr10	ENSDARG00000010601	ENSDART00000085716
mtmr10	ENSDARG00000010601	ENSDART00000127131
MYO15A	ENSDARG00000078474	ENSDART00000184518
MYO15A	ENSDARG00000078474	ENSDART00000183730
MYO15A	ENSDARG00000078474	ENSDART00000143547
dnmt3bb.3	ENSDARG00000057863	ENSDART00000046889
dnmt3bb.3	ENSDARG00000057863	ENSDART00000141651
dnmt3bb.3	ENSDARG00000057863	ENSDART00000125472
dnmt3bb.3	ENSDARG00000057863	ENSDART00000137329
dnmt3bb.3	ENSDARG00000057863	ENSDART00000142297
dnmt3bb.3	ENSDARG00000057863	ENSDART00000143180
dnmt3bb.3	ENSDARG00000057863	ENSDART00000148072
	ENSDARG00000095894	ENSDART00000150101
dmtn	ENSDARG00000013110	ENSDART00000064615
dmtn	ENSDARG00000013110	ENSDART00000142708
dmtn	ENSDARG00000013110	ENSDART00000142146
dmtn	ENSDARG00000013110	ENSDART00000139722
	ENSDARG00000097001	ENSDART00000155678
thrap3b	ENSDARG00000098228	ENSDART00000163954
thrap3b	ENSDARG00000098228	ENSDART00000161830
thrap3b	ENSDARG00000098228	ENSDART00000157952
thrap3b	ENSDARG00000098228	ENSDART00000168377
thrap3b	ENSDARG00000098228	ENSDART00000172271
thrap3b	ENSDARG00000098228	ENSDART00000172735
thrap3b	ENSDARG00000098228	ENSDART00000162085
thrap3b	ENSDARG00000098228	ENSDART00000163711
	ENSDARG00000059196	ENSDART00000146513
	ENSDARG00000059196	ENSDART00000136335
cul3a	ENSDARG00000038967	ENSDART00000056882
diras1b	ENSDARG00000009372	ENSDART00000137967
calm3a	ENSDARG00000021811	ENSDART00000186813
calm3a	ENSDARG00000021811	ENSDART00000134810
calm3a	ENSDARG00000021811	ENSDART00000034580
cnep1r1	ENSDARG00000036064	ENSDART00000052351
cnep1r1	ENSDARG00000036064	ENSDART00000142055
cnep1r1	ENSDARG00000036064	ENSDART00000143611
RIN2	ENSDARG00000077040	ENSDART00000151057
RIN2	ENSDARG00000077040	ENSDART00000181284
RIN2	ENSDARG00000077040	ENSDART00000151343
rrp7a	ENSDARG00000098934	ENSDART00000161945
	ENSDARG00000095851	ENSDART00000149056
	ENSDARG00000110915	ENSDART00000133656
tsr2	ENSDARG00000005772	ENSDART00000188259
tsr2	ENSDARG00000005772	ENSDART00000164731
tsr2	ENSDARG00000005772	ENSDART00000025214
dhcr7	ENSDARG00000103226	ENSDART00000190178
dhcr7	ENSDARG00000103226	ENSDART00000165272
dhcr7	ENSDARG00000103226	ENSDART00000164657
magi2a	ENSDARG00000021590	ENSDART00000009768
magi2a	ENSDARG00000021590	ENSDART00000133644
cyp2k8	ENSDARG00000101190	ENSDART00000168382
lamb2l	ENSDARG00000033950	ENSDART00000048366
lamb2l	ENSDARG00000033950	ENSDART00000130856
	ENSDARG00000097644	ENSDART00000154373
	ENSDARG00000005271	ENSDART00000149295
si:ch211-125e6.13	ENSDARG00000094370	ENSDART00000100893
si:ch211-125e6.13	ENSDARG00000094370	ENSDART00000113451
	ENSDARG00000070755	ENSDART00000104176
	ENSDARG00000070755	ENSDART00000172977
mc3r	ENSDARG00000021369	ENSDART00000017440
	ENSDARG00000100590	ENSDART00000172202
dffb	ENSDARG00000009748	ENSDART00000005989
nrp2a	ENSDARG00000096546	ENSDART00000166779
nrp2a	ENSDARG00000096546	ENSDART00000150863
	ENSDARG00000044264	ENSDART00000064991
rhd	ENSDARG00000002194	ENSDART00000020663
rhd	ENSDARG00000002194	ENSDART00000137566
lsm10	ENSDARG00000101222	ENSDART00000172305
lsm10	ENSDARG00000101222	ENSDART00000159043
zgc:172120	ENSDARG00000069199	ENSDART00000100514
cdc42l2	ENSDARG00000057869	ENSDART00000142546
zgc:175136	ENSDARG00000103024	ENSDART00000159015
zgc:175136	ENSDARG00000103024	ENSDART00000170237
zgc:175136	ENSDARG00000103024	ENSDART00000166217
ints3	ENSDARG00000016811	ENSDART00000067793
atp6v1h	ENSDARG00000006370	ENSDART00000145681
atp6v1h	ENSDARG00000006370	ENSDART00000189233
atp6v1h	ENSDARG00000006370	ENSDART00000138122
atp6v1h	ENSDARG00000006370	ENSDART00000019029
atp6v1h	ENSDARG00000006370	ENSDART00000139697
slc16a12b	ENSDARG00000089885	ENSDART00000138174
zmp:0000000729	ENSDARG00000068221	ENSDART00000129852
zmp:0000000729	ENSDARG00000068221	ENSDART00000075931
	ENSDARG00000075853	ENSDART00000109809
	ENSDARG00000075853	ENSDART00000143395
	ENSDARG00000092299	ENSDART00000132652
si:ch73-56d11.5	ENSDARG00000093546	ENSDART00000143358
si:ch73-56d11.5	ENSDARG00000093546	ENSDART00000174167
KMT2C	ENSDARG00000075560	ENSDART00000131780
KMT2C	ENSDARG00000075560	ENSDART00000190164
	ENSDARG00000098744	ENSDART00000166310
	ENSDARG00000094958	ENSDART00000138526
rhbdd2	ENSDARG00000092463	ENSDART00000131268
slc25a11	ENSDARG00000035741	ENSDART00000158577
slc25a11	ENSDARG00000035741	ENSDART00000051849
jac6	ENSDARG00000076530	ENSDART00000159012
jupa	ENSDARG00000070787	ENSDART00000003891
jupa	ENSDARG00000070787	ENSDART00000180372
jupa	ENSDARG00000070787	ENSDART00000081018
jupa	ENSDARG00000070787	ENSDART00000146512
uox	ENSDARG00000007024	ENSDART00000133574
uox	ENSDARG00000007024	ENSDART00000024046
uox	ENSDARG00000007024	ENSDART00000146940
arl8	ENSDARG00000094709	ENSDART00000099121
arl8	ENSDARG00000094709	ENSDART00000174232
syngap1b	ENSDARG00000069765	ENSDART00000143867
syngap1b	ENSDARG00000069765	ENSDART00000093365
flt3	ENSDARG00000058503	ENSDART00000081357
atp9b	ENSDARG00000062521	ENSDART00000185636
atp9b	ENSDARG00000062521	ENSDART00000090476
atp9b	ENSDARG00000062521	ENSDART00000136294
prkg1a	ENSDARG00000020656	ENSDART00000016960
mxra5a	ENSDARG00000074815	ENSDART00000140435
mxra5a	ENSDARG00000074815	ENSDART00000113486
mxra5a	ENSDARG00000074815	ENSDART00000137151
	ENSDARG00000067824	ENSDART00000136363
	ENSDARG00000067824	ENSDART00000143636
	ENSDARG00000067824	ENSDART00000097695
nrip1b	ENSDARG00000068894	ENSDART00000149841
nrip1b	ENSDARG00000068894	ENSDART00000149580
SLC17A7	ENSDARG00000090106	ENSDART00000154539
SLC17A7	ENSDARG00000090106	ENSDART00000099869
cdca9	ENSDARG00000088639	ENSDART00000123808
cdca9	ENSDARG00000088639	ENSDART00000153321
cdca9	ENSDARG00000088639	ENSDART00000159864
cdca9	ENSDARG00000088639	ENSDART00000153254
cdca9	ENSDARG00000088639	ENSDART00000152930
bbs10	ENSDARG00000069515	ENSDART00000178284
bbs10	ENSDARG00000069515	ENSDART00000101238
bbs10	ENSDARG00000069515	ENSDART00000141069
casp8ap2	ENSDARG00000022718	ENSDART00000144195
	ENSDARG00000105292	ENSDART00000170833
	ENSDARG00000105292	ENSDART00000157568
	ENSDARG00000105292	ENSDART00000157927
psme2	ENSDARG00000033144	ENSDART00000049167
brpf3a	ENSDARG00000070513	ENSDART00000103570
brpf3a	ENSDARG00000070513	ENSDART00000171935
brpf3a	ENSDARG00000070513	ENSDART00000191612
trim35-28	ENSDARG00000021021	ENSDART00000143073
trim35-28	ENSDARG00000021021	ENSDART00000041787
trim35-28	ENSDARG00000021021	ENSDART00000132413
trim35-28	ENSDARG00000021021	ENSDART00000131540
	ENSDARG00000077877	ENSDART00000140332
si:dkey-14o18.2	ENSDARG00000062995	ENSDART00000181669
si:dkey-14o18.2	ENSDARG00000062995	ENSDART00000139727
olfm1b	ENSDARG00000014053	ENSDART00000146371
olfm1b	ENSDARG00000014053	ENSDART00000139493
olfm1b	ENSDARG00000014053	ENSDART00000135914
olfm1b	ENSDARG00000014053	ENSDART00000037265
olfm1b	ENSDARG00000014053	ENSDART00000140478
grin2cb	ENSDARG00000077560	ENSDART00000112881
grin2cb	ENSDARG00000077560	ENSDART00000153355
smim15	ENSDARG00000086699	ENSDART00000144621
sh3d21	ENSDARG00000099448	ENSDART00000165847
sh3d21	ENSDARG00000099448	ENSDART00000164858
sh3d21	ENSDARG00000099448	ENSDART00000167208
sh3d21	ENSDARG00000099448	ENSDART00000162411
sh3d21	ENSDARG00000099448	ENSDART00000160608
NECTIN1	ENSDARG00000086034	ENSDART00000084454
NECTIN1	ENSDARG00000086034	ENSDART00000151279
NECTIN1	ENSDARG00000086034	ENSDART00000151166
mrpl40	ENSDARG00000043554	ENSDART00000063943
usp43a	ENSDARG00000103494	ENSDART00000159749
usp43a	ENSDARG00000103494	ENSDART00000168985
	ENSDARG00000099174	ENSDART00000167364
si:ch211-39i2.2	ENSDARG00000104472	ENSDART00000172215
si:ch211-39i2.2	ENSDARG00000104472	ENSDART00000160437
plekho1a	ENSDARG00000061191	ENSDART00000110075
plekho1a	ENSDARG00000061191	ENSDART00000087002
tmem9b	ENSDARG00000025693	ENSDART00000028887
tmem9b	ENSDARG00000025693	ENSDART00000173927
	ENSDARG00000090676	ENSDART00000130157
pros1	ENSDARG00000068261	ENSDART00000098627
pros1	ENSDARG00000068261	ENSDART00000136423
pros1	ENSDARG00000068261	ENSDART00000141590
gnai2b	ENSDARG00000017294	ENSDART00000079694
gnai2b	ENSDARG00000017294	ENSDART00000154429
vipr2	ENSDARG00000012353	ENSDART00000122639
map2k1	ENSDARG00000007825	ENSDART00000025107
	ENSDARG00000095636	ENSDART00000144796
fmnl2a	ENSDARG00000012586	ENSDART00000016814
fmnl2a	ENSDARG00000012586	ENSDART00000133090
fmnl2a	ENSDARG00000012586	ENSDART00000138015
ehbp1	ENSDARG00000043643	ENSDART00000155191
ehbp1	ENSDARG00000043643	ENSDART00000180123
ehbp1	ENSDARG00000043643	ENSDART00000182787
ehbp1	ENSDARG00000043643	ENSDART00000156251
ehbp1	ENSDARG00000043643	ENSDART00000181698
ehbp1	ENSDARG00000043643	ENSDART00000189411
ehbp1	ENSDARG00000043643	ENSDART00000189752
ehbp1	ENSDARG00000043643	ENSDART00000184940
ehbp1	ENSDARG00000043643	ENSDART00000185363
ehbp1	ENSDARG00000043643	ENSDART00000064067
cox10	ENSDARG00000034309	ENSDART00000048927
mcoln1a	ENSDARG00000002285	ENSDART00000146101
	ENSDARG00000103358	ENSDART00000160151
pwp1	ENSDARG00000015921	ENSDART00000003790
pwp1	ENSDARG00000015921	ENSDART00000139376
pwp1	ENSDARG00000015921	ENSDART00000189215
ugt2b6	ENSDARG00000091624	ENSDART00000081791
ugt2b6	ENSDARG00000091624	ENSDART00000162089
	ENSDARG00000102363	ENSDART00000159296
	ENSDARG00000094538	ENSDART00000145649
	ENSDARG00000094538	ENSDART00000140521
meak7	ENSDARG00000062951	ENSDART00000091560
	ENSDARG00000103224	ENSDART00000170416
gas6	ENSDARG00000007804	ENSDART00000010092
slc7a1a	ENSDARG00000016439	ENSDART00000146370
slc7a1a	ENSDARG00000016439	ENSDART00000008248
slc7a1a	ENSDARG00000016439	ENSDART00000183510
bco1l	ENSDARG00000103659	ENSDART00000169056
bco1l	ENSDARG00000103659	ENSDART00000168287
	ENSDARG00000103245	ENSDART00000171638
mief1	ENSDARG00000060991	ENSDART00000089325
	ENSDARG00000105505	ENSDART00000172786
stk17b	ENSDARG00000014348	ENSDART00000146087
stk17b	ENSDARG00000014348	ENSDART00000003482
mrps10	ENSDARG00000045913	ENSDART00000067488
mrps10	ENSDARG00000045913	ENSDART00000149933
hgd	ENSDARG00000058005	ENSDART00000080487
hgd	ENSDARG00000058005	ENSDART00000180036
grik4	ENSDARG00000026753	ENSDART00000153872
grik4	ENSDARG00000026753	ENSDART00000035812
grik4	ENSDARG00000026753	ENSDART00000156760
grik4	ENSDARG00000026753	ENSDART00000157144
smarca1	ENSDARG00000012776	ENSDART00000141350
smarca1	ENSDARG00000012776	ENSDART00000144319
smarca1	ENSDARG00000012776	ENSDART00000020725
sorbs2b	ENSDARG00000061603	ENSDART00000138413
sorbs2b	ENSDARG00000061603	ENSDART00000172349
sorbs2b	ENSDARG00000061603	ENSDART00000142605
sorbs2b	ENSDARG00000061603	ENSDART00000136380
sorbs2b	ENSDARG00000061603	ENSDART00000141034
sorbs2b	ENSDARG00000061603	ENSDART00000192952
sorbs2b	ENSDARG00000061603	ENSDART00000193537
sorbs2b	ENSDARG00000061603	ENSDART00000186445
sorbs2b	ENSDARG00000061603	ENSDART00000181466
sorbs2b	ENSDARG00000061603	ENSDART00000088004
zgc:172053	ENSDARG00000038321	ENSDART00000100918
zgc:172053	ENSDARG00000038321	ENSDART00000165748
cmc2	ENSDARG00000043635	ENSDART00000191303
cmc2	ENSDARG00000043635	ENSDART00000138533
cmc2	ENSDARG00000043635	ENSDART00000064076
cmc2	ENSDARG00000043635	ENSDART00000134751
ckmt1	ENSDARG00000016598	ENSDART00000187606
ckmt1	ENSDARG00000016598	ENSDART00000148299
ckmt1	ENSDARG00000016598	ENSDART00000027393
	ENSDARG00000097499	ENSDART00000154884
	ENSDARG00000101067	ENSDART00000165197
	ENSDARG00000101067	ENSDART00000170557
dennd6b	ENSDARG00000011605	ENSDART00000024647
vwa2	ENSDARG00000075441	ENSDART00000152985
vwa2	ENSDARG00000075441	ENSDART00000192511
gmppb	ENSDARG00000017658	ENSDART00000191346
gmppb	ENSDARG00000017658	ENSDART00000155657
gmppb	ENSDARG00000017658	ENSDART00000002826
gcc1	ENSDARG00000045541	ENSDART00000024925
gal3st1b	ENSDARG00000078245	ENSDART00000187527
gal3st1b	ENSDARG00000078245	ENSDART00000183555
gal3st1b	ENSDARG00000078245	ENSDART00000144216
zgc:113363	ENSDARG00000101206	ENSDART00000188094
zgc:113363	ENSDARG00000101206	ENSDART00000160692
	ENSDARG00000105771	ENSDART00000174152
	ENSDARG00000094442	ENSDART00000134846
	ENSDARG00000087254	ENSDART00000136575
tagln3a	ENSDARG00000079805	ENSDART00000111203
mfap4.8	ENSDARG00000093877	ENSDART00000171552
mfap4.8	ENSDARG00000093877	ENSDART00000152560
waslb	ENSDARG00000006283	ENSDART00000028016
	ENSDARG00000094232	ENSDART00000146392
zgc:198329	ENSDARG00000076981	ENSDART00000112497
zgc:198329	ENSDARG00000076981	ENSDART00000180445
tgs1	ENSDARG00000107511	ENSDART00000144826
tgs1	ENSDARG00000107511	ENSDART00000177402
	ENSDARG00000094302	ENSDART00000144482
CNGA3	ENSDARG00000012297	ENSDART00000137185
CNGA3	ENSDARG00000012297	ENSDART00000027050
camk2d1	ENSDARG00000043010	ENSDART00000166198
camk2d1	ENSDARG00000043010	ENSDART00000145605
camk2d1	ENSDARG00000043010	ENSDART00000056466
camk2d1	ENSDARG00000043010	ENSDART00000138757
camk2d1	ENSDARG00000043010	ENSDART00000148369
camk2d1	ENSDARG00000043010	ENSDART00000136175
camk2d1	ENSDARG00000043010	ENSDART00000142259
serpinb1	ENSDARG00000055416	ENSDART00000077769
serpinb1	ENSDARG00000055416	ENSDART00000174799
l1cama	ENSDARG00000007149	ENSDART00000020296
l1cama	ENSDARG00000007149	ENSDART00000189096
	ENSDARG00000095825	ENSDART00000149263
KAT6B	ENSDARG00000055429	ENSDART00000189810
KAT6B	ENSDARG00000055429	ENSDART00000148191
KAT6B	ENSDARG00000055429	ENSDART00000182705
KAT6B	ENSDARG00000055429	ENSDART00000077775
KAT6B	ENSDARG00000055429	ENSDART00000136624
polb	ENSDARG00000003749	ENSDART00000133938
polb	ENSDARG00000003749	ENSDART00000140900
polb	ENSDARG00000003749	ENSDART00000002764
zgc:123107	ENSDARG00000101675	ENSDART00000174287
zgc:123107	ENSDARG00000101675	ENSDART00000174048
zgc:123107	ENSDARG00000101675	ENSDART00000161866
zgc:123107	ENSDARG00000101675	ENSDART00000168456
btf3l4	ENSDARG00000089681	ENSDART00000166126
btf3l4	ENSDARG00000089681	ENSDART00000162074
btf3l4	ENSDARG00000089681	ENSDART00000104113
btf3l4	ENSDARG00000089681	ENSDART00000170889
fam222bb	ENSDARG00000078578	ENSDART00000154504
paxx	ENSDARG00000078807	ENSDART00000111863
paxx	ENSDARG00000078807	ENSDART00000134526
mmadhca	ENSDARG00000041602	ENSDART00000060979
mmadhca	ENSDARG00000041602	ENSDART00000140814
mmadhca	ENSDARG00000041602	ENSDART00000140054
mmadhca	ENSDARG00000041602	ENSDART00000139826
	ENSDARG00000103971	ENSDART00000163706
trim35-22	ENSDARG00000102264	ENSDART00000144459
arxa	ENSDARG00000058011	ENSDART00000080810
calr3a	ENSDARG00000103979	ENSDART00000165235
MCHR2	ENSDARG00000007842	ENSDART00000003997
MCHR2	ENSDARG00000007842	ENSDART00000180723
ccnd3	ENSDARG00000027391	ENSDART00000140101
ccnd3	ENSDARG00000027391	ENSDART00000037455
	ENSDARG00000089217	ENSDART00000155458
ift52	ENSDARG00000045025	ENSDART00000066191
ninj1	ENSDARG00000103663	ENSDART00000172074
kctd3	ENSDARG00000060854	ENSDART00000188885
kctd3	ENSDARG00000060854	ENSDART00000086164
kctd3	ENSDARG00000060854	ENSDART00000192005
kctd3	ENSDARG00000060854	ENSDART00000190484
kctd3	ENSDARG00000060854	ENSDART00000188565
zgc:193593	ENSDARG00000096843	ENSDART00000154424
cart3	ENSDARG00000035852	ENSDART00000052029
	ENSDARG00000114894	ENSDART00000185716
	ENSDARG00000114894	ENSDART00000168119
	ENSDARG00000114894	ENSDART00000150560
	ENSDARG00000114894	ENSDART00000162333
	ENSDARG00000114894	ENSDART00000193247
	ENSDARG00000114894	ENSDART00000130293
	ENSDARG00000114894	ENSDART00000168584
sdha	ENSDARG00000016721	ENSDART00000138587
sdha	ENSDARG00000016721	ENSDART00000015559
sdha	ENSDARG00000016721	ENSDART00000133127
sdha	ENSDARG00000016721	ENSDART00000137654
si:ch211-119e14.1	ENSDARG00000099518	ENSDART00000172419
abca3b	ENSDARG00000100524	ENSDART00000186891
abca3b	ENSDARG00000100524	ENSDART00000159252
abca3b	ENSDARG00000100524	ENSDART00000165980
ubap2a	ENSDARG00000088318	ENSDART00000136103
ubap2a	ENSDARG00000088318	ENSDART00000109292
si:dkeyp-11e3.1	ENSDARG00000102058	ENSDART00000160105
si:dkeyp-11e3.1	ENSDARG00000102058	ENSDART00000169796
setd6	ENSDARG00000043986	ENSDART00000064573
setd6	ENSDARG00000043986	ENSDART00000148098
ufm1	ENSDARG00000043857	ENSDART00000064393
ufm1	ENSDARG00000043857	ENSDART00000138516
zgc:153921	ENSDARG00000038405	ENSDART00000167590
zgc:153921	ENSDARG00000038405	ENSDART00000143220
zgc:163040	ENSDARG00000099920	ENSDART00000083397
radil	ENSDARG00000079779	ENSDART00000145460
radil	ENSDARG00000079779	ENSDART00000110154
radil	ENSDARG00000079779	ENSDART00000167126
	ENSDARG00000096616	ENSDART00000152771
	ENSDARG00000097637	ENSDART00000155216
	ENSDARG00000097637	ENSDART00000156204
kif13ba	ENSDARG00000079731	ENSDART00000156832
zeb1b	ENSDARG00000013207	ENSDART00000047724
taok2b	ENSDARG00000100620	ENSDART00000160967
taok2b	ENSDARG00000100620	ENSDART00000166746
taok2b	ENSDARG00000100620	ENSDART00000158529
	ENSDARG00000114534	ENSDART00000190724
	ENSDARG00000102543	ENSDART00000168109
zgc:110366	ENSDARG00000004167	ENSDART00000131589
zgc:110366	ENSDARG00000004167	ENSDART00000153404
zgc:110366	ENSDARG00000004167	ENSDART00000012119
	ENSDARG00000094819	ENSDART00000144311
slc7a2	ENSDARG00000037097	ENSDART00000045423
slc7a2	ENSDARG00000037097	ENSDART00000176136
krr1	ENSDARG00000011246	ENSDART00000125815
slc26a6	ENSDARG00000097292	ENSDART00000142031
slc26a6	ENSDARG00000097292	ENSDART00000147411
slc26a6	ENSDARG00000097292	ENSDART00000113763
taf6	ENSDARG00000102998	ENSDART00000163256
taf6	ENSDARG00000102998	ENSDART00000170599
taf6	ENSDARG00000102998	ENSDART00000184967
taf6	ENSDARG00000102998	ENSDART00000161751
wdhd1	ENSDARG00000015998	ENSDART00000151885
wdhd1	ENSDARG00000015998	ENSDART00000133710
wdhd1	ENSDARG00000015998	ENSDART00000138764
wdhd1	ENSDARG00000015998	ENSDART00000110507
thbs2b	ENSDARG00000073810	ENSDART00000148562
thbs2b	ENSDARG00000073810	ENSDART00000148747
thbs2b	ENSDARG00000073810	ENSDART00000179355
	ENSDARG00000097906	ENSDART00000156242
acvr1ba	ENSDARG00000018968	ENSDART00000023094
acvr1ba	ENSDARG00000018968	ENSDART00000131224
rxfp3	ENSDARG00000057410	ENSDART00000080076
mfn1b	ENSDARG00000079219	ENSDART00000113222
mfn1b	ENSDARG00000079219	ENSDART00000172828
mfn1b	ENSDARG00000079219	ENSDART00000186613
mfn1b	ENSDARG00000079219	ENSDART00000166674
mfn1b	ENSDARG00000079219	ENSDART00000188016
otol1b	ENSDARG00000058960	ENSDART00000081940
	ENSDARG00000100235	ENSDART00000164402
	ENSDARG00000092892	ENSDART00000132841
	ENSDARG00000092892	ENSDART00000181548
	ENSDARG00000099295	ENSDART00000161615
	ENSDARG00000099295	ENSDART00000158210
h2az2a	ENSDARG00000068820	ENSDART00000099660
h2az2a	ENSDARG00000068820	ENSDART00000139199
rpp21	ENSDARG00000043404	ENSDART00000063719
DDHD2	ENSDARG00000076765	ENSDART00000159060
DDHD2	ENSDARG00000076765	ENSDART00000185048
DDHD2	ENSDARG00000076765	ENSDART00000114824
mtnr1aa	ENSDARG00000037545	ENSDART00000134561
mtnr1aa	ENSDARG00000037545	ENSDART00000054674
si:dkey-35i13.1	ENSDARG00000097648	ENSDART00000156012
EP300	ENSDARG00000100666	ENSDART00000172574
EP300	ENSDARG00000100666	ENSDART00000168405
purba	ENSDARG00000068822	ENSDART00000099665
purba	ENSDARG00000068822	ENSDART00000166957
tmem123	ENSDARG00000095674	ENSDART00000132749
ctnnd1	ENSDARG00000078233	ENSDART00000159450
ctnnd1	ENSDARG00000078233	ENSDART00000106048
ctnnd1	ENSDARG00000078233	ENSDART00000159340
ctnnd1	ENSDARG00000078233	ENSDART00000170654
ctnnd1	ENSDARG00000078233	ENSDART00000170512
ctnnd1	ENSDARG00000078233	ENSDART00000157763
ctnnd1	ENSDARG00000078233	ENSDART00000166324
ctnnd1	ENSDARG00000078233	ENSDART00000179560
pde10a	ENSDARG00000003449	ENSDART00000161684
pde10a	ENSDARG00000003449	ENSDART00000144312
pde10a	ENSDARG00000003449	ENSDART00000007500
	ENSDARG00000053340	ENSDART00000143908
	ENSDARG00000099065	ENSDART00000168863
	ENSDARG00000087740	ENSDART00000133600
	ENSDARG00000096913	ENSDART00000156227
	ENSDARG00000096913	ENSDART00000156184
bambia	ENSDARG00000055381	ENSDART00000077732
rpz2	ENSDARG00000091215	ENSDART00000147370
rpz2	ENSDARG00000091215	ENSDART00000131072
rpz2	ENSDARG00000091215	ENSDART00000144000
olfm1a	ENSDARG00000018270	ENSDART00000135610
olfm1a	ENSDARG00000018270	ENSDART00000073950
olfm1a	ENSDARG00000018270	ENSDART00000161112
olfm1a	ENSDARG00000018270	ENSDART00000134241
olfm1a	ENSDARG00000018270	ENSDART00000002908
	ENSDARG00000088895	ENSDART00000150650
dyrk3	ENSDARG00000070600	ENSDART00000128681
kcns3a	ENSDARG00000006891	ENSDART00000016535
REV3L	ENSDARG00000058801	ENSDART00000136987
REV3L	ENSDARG00000058801	ENSDART00000092264
	ENSDARG00000102256	ENSDART00000160012
sox10	ENSDARG00000077467	ENSDART00000112979
asic2	ENSDARG00000006849	ENSDART00000137038
asic2	ENSDARG00000006849	ENSDART00000039517
	ENSDARG00000113712	ENSDART00000134187
si:ch211-126j24.1	ENSDARG00000098644	ENSDART00000172029
si:ch211-126j24.1	ENSDARG00000098644	ENSDART00000164609
rxfp2a	ENSDARG00000032820	ENSDART00000153442
rxfp2a	ENSDARG00000032820	ENSDART00000147775
lft1	ENSDARG00000019920	ENSDART00000019196
	ENSDARG00000096850	ENSDART00000154889
	ENSDARG00000096850	ENSDART00000153632
	ENSDARG00000096850	ENSDART00000188890
	ENSDARG00000096850	ENSDART00000192335
	ENSDARG00000096850	ENSDART00000155027
	ENSDARG00000096850	ENSDART00000182097
	ENSDARG00000096850	ENSDART00000156886
pdhb	ENSDARG00000021346	ENSDART00000132641
pdhb	ENSDARG00000021346	ENSDART00000006513
EPHB2	ENSDARG00000037373	ENSDART00000148120
EPHB2	ENSDARG00000037373	ENSDART00000184524
EPHB2	ENSDARG00000037373	ENSDART00000190409
tceanc2	ENSDARG00000062919	ENSDART00000091497
hsf1	ENSDARG00000008818	ENSDART00000141324
hsf1	ENSDARG00000008818	ENSDART00000136963
hsf1	ENSDARG00000008818	ENSDART00000082353
atp8b3	ENSDARG00000042285	ENSDART00000088890
atp8b3	ENSDARG00000042285	ENSDART00000137371
	ENSDARG00000094450	ENSDART00000132655
	ENSDARG00000094450	ENSDART00000143893
	ENSDARG00000094450	ENSDART00000145143
	ENSDARG00000094450	ENSDART00000138195
tmem176	ENSDARG00000078659	ENSDART00000134464
tmem176	ENSDARG00000078659	ENSDART00000097500
tmem176	ENSDARG00000078659	ENSDART00000137216
olfcq18	ENSDARG00000055920	ENSDART00000027307
olfcq18	ENSDARG00000055920	ENSDART00000145000
trmt12	ENSDARG00000060338	ENSDART00000191516
trmt12	ENSDARG00000060338	ENSDART00000084914
	ENSDARG00000057039	ENSDART00000132174
ttll1	ENSDARG00000090778	ENSDART00000148810
ttll1	ENSDARG00000090778	ENSDART00000150171
ttll1	ENSDARG00000090778	ENSDART00000129523
phc1	ENSDARG00000002971	ENSDART00000188334
phc1	ENSDARG00000002971	ENSDART00000188643
phc1	ENSDARG00000002971	ENSDART00000058496
	ENSDARG00000097089	ENSDART00000156027
ifi27.6	ENSDARG00000074754	ENSDART00000111786
ifi27.6	ENSDARG00000074754	ENSDART00000146483
ifi27.6	ENSDARG00000074754	ENSDART00000136071
tmtopsb	ENSDARG00000032246	ENSDART00000038824
tmtopsb	ENSDARG00000032246	ENSDART00000185134
tmtopsb	ENSDARG00000032246	ENSDART00000139017
znf1156	ENSDARG00000098800	ENSDART00000164158
znf1156	ENSDARG00000098800	ENSDART00000168205
	ENSDARG00000099384	ENSDART00000160716
	ENSDARG00000105375	ENSDART00000172853
gpa33a	ENSDARG00000100223	ENSDART00000171963
