Gene name	Gene stable ID	Transcript stable ID
5S_rRNA	ENSDARG00000106754	ENSDART00000175537
	ENSDARG00000085557	ENSDART00000120957
U1	ENSDARG00000116088	ENSDART00000184309
tmppe	ENSDARG00000114955	ENSDART00000183078
5S_rRNA	ENSDARG00000100542	ENSDART00000172627
5S_rRNA	ENSDARG00000107778	ENSDART00000178249
U1	ENSDARG00000111966	ENSDART00000190564
5S_rRNA	ENSDARG00000112515	ENSDART00000190243
	ENSDARG00000103120	ENSDART00000162925
5S_rRNA	ENSDARG00000114755	ENSDART00000191504
dre-mir-430b-4	ENSDARG00000115871	ENSDART00000181490
5S_rRNA	ENSDARG00000106840	ENSDART00000176174
shdb	ENSDARG00000111006	ENSDART00000184521
5S_rRNA	ENSDARG00000084858	ENSDART00000120258
aqp10a	ENSDARG00000112181	ENSDART00000161909
SNORD46	ENSDARG00000085358	ENSDART00000120758
5S_rRNA	ENSDARG00000084215	ENSDART00000119615
arl15b	ENSDARG00000109775	ENSDART00000190233
5S_rRNA	ENSDARG00000082901	ENSDART00000118232
5S_rRNA	ENSDARG00000106223	ENSDART00000175119
5S_rRNA	ENSDARG00000107748	ENSDART00000174565
5S_rRNA	ENSDARG00000116004	ENSDART00000190879
BFSP1	ENSDARG00000074919	ENSDART00000114655
htr2cl1	ENSDARG00000113913	ENSDART00000184090
5S_rRNA	ENSDARG00000108016	ENSDART00000176921
	ENSDARG00000113064	ENSDART00000187482
	ENSDARG00000113064	ENSDART00000186212
	ENSDARG00000113064	ENSDART00000182892
	ENSDARG00000113064	ENSDART00000186971
	ENSDARG00000113064	ENSDART00000192869
	ENSDARG00000113064	ENSDART00000189231
	ENSDARG00000113064	ENSDART00000193260
	ENSDARG00000113064	ENSDART00000184552
5S_rRNA	ENSDARG00000108731	ENSDART00000174700
5S_rRNA	ENSDARG00000109807	ENSDART00000181750
5S_rRNA	ENSDARG00000110948	ENSDART00000183784
5S_rRNA	ENSDARG00000109195	ENSDART00000174916
	ENSDARG00000117189	ENSDART00000189686
5S_rRNA	ENSDARG00000116324	ENSDART00000181337
	ENSDARG00000111501	ENSDART00000185351
5S_rRNA	ENSDARG00000116924	ENSDART00000189625
krt18b	ENSDARG00000111300	ENSDART00000183776
dre-mir-455-2	ENSDARG00000080578	ENSDART00000117735
dre-mir-430a-5	ENSDARG00000115035	ENSDART00000182794
cox11	ENSDARG00000115002	ENSDART00000192074
dre-mir-2185-1	ENSDARG00000111809	ENSDART00000120906
	ENSDARG00000116310	ENSDART00000184256
cfap20	ENSDARG00000100514	ENSDART00000165516
	ENSDARG00000113461	ENSDART00000190080
hirip3	ENSDARG00000115688	ENSDART00000179097
mrps17	ENSDARG00000054164	ENSDART00000076320
tmtc2a	ENSDARG00000116569	ENSDART00000192466
or30bu2	ENSDARG00000113060	ENSDART00000191694
znf1014	ENSDARG00000101562	ENSDART00000101067
znf1014	ENSDARG00000101562	ENSDART00000187642
	ENSDARG00000115777	ENSDART00000184960
pfdn5	ENSDARG00000109218	ENSDART00000184615
	ENSDARG00000109342	ENSDART00000193596
gata1a	ENSDARG00000117116	ENSDART00000190542
	ENSDARG00000115096	ENSDART00000193940
elf2b	ENSDARG00000117064	ENSDART00000181794
elf2b	ENSDARG00000117064	ENSDART00000190923
ces3	ENSDARG00000114555	ENSDART00000189487
	ENSDARG00000113097	ENSDART00000182175
sctr	ENSDARG00000101077	ENSDART00000168917
	ENSDARG00000117008	ENSDART00000193854
trmt2a	ENSDARG00000113792	ENSDART00000181545
stard8	ENSDARG00000114410	ENSDART00000188632
stard8	ENSDARG00000114410	ENSDART00000181487
mcrip1	ENSDARG00000078383	ENSDART00000102014
msx2b	ENSDARG00000101023	ENSDART00000167339
msx2b	ENSDARG00000101023	ENSDART00000192730
	ENSDARG00000111297	ENSDART00000190037
	ENSDARG00000111297	ENSDART00000193676
slc25a17l	ENSDARG00000090861	ENSDART00000128260
cdo1	ENSDARG00000099389	ENSDART00000168516
cdo1	ENSDARG00000099389	ENSDART00000160352
5S_rRNA	ENSDARG00000083165	ENSDART00000118798
	ENSDARG00000115672	ENSDART00000190275
U1	ENSDARG00000114972	ENSDART00000191507
	ENSDARG00000099331	ENSDART00000169743
5S_rRNA	ENSDARG00000084053	ENSDART00000119453
ctrb.3	ENSDARG00000113624	ENSDART00000188844
CDH18	ENSDARG00000102769	ENSDART00000183393
CDH18	ENSDARG00000102769	ENSDART00000170526
CDH18	ENSDARG00000102769	ENSDART00000185771
CDH18	ENSDARG00000102769	ENSDART00000193945
CDH18	ENSDARG00000102769	ENSDART00000183435
rab8b	ENSDARG00000114110	ENSDART00000188471
5S_rRNA	ENSDARG00000108556	ENSDART00000176693
5S_rRNA	ENSDARG00000106129	ENSDART00000175034
5S_rRNA	ENSDARG00000106796	ENSDART00000175896
c1qc	ENSDARG00000109447	ENSDART00000188866
5S_rRNA	ENSDARG00000107368	ENSDART00000176319
hat1	ENSDARG00000034916	ENSDART00000044128
hat1	ENSDARG00000034916	ENSDART00000192275
5S_rRNA	ENSDARG00000107418	ENSDART00000175222
	ENSDARG00000116892	ENSDART00000186651
U4	ENSDARG00000110830	ENSDART00000184638
5S_rRNA	ENSDARG00000113500	ENSDART00000177199
ca7	ENSDARG00000113549	ENSDART00000181246
5S_rRNA	ENSDARG00000100204	ENSDART00000116716
U6	ENSDARG00000110861	ENSDART00000181150
SPAG9	ENSDARG00000078142	ENSDART00000088351
SPAG9	ENSDARG00000078142	ENSDART00000180866
SPAG9	ENSDARG00000078142	ENSDART00000186695
SPAG9	ENSDARG00000078142	ENSDART00000190850
SPAG9	ENSDARG00000078142	ENSDART00000188777
SPAG9	ENSDARG00000078142	ENSDART00000183918
	ENSDARG00000113851	ENSDART00000193188
	ENSDARG00000111659	ENSDART00000182871
5S_rRNA	ENSDARG00000107379	ENSDART00000175984
5S_rRNA	ENSDARG00000107680	ENSDART00000176070
lgi2a	ENSDARG00000111069	ENSDART00000180507
U1	ENSDARG00000099912	ENSDART00000159778
	ENSDARG00000093689	ENSDART00000148094
pskh1	ENSDARG00000115380	ENSDART00000191452
aktip	ENSDARG00000115058	ENSDART00000193792
mir1-1	ENSDARG00000088322	ENSDART00000129036
5S_rRNA	ENSDARG00000099993	ENSDART00000161756
mir193a-1	ENSDARG00000098319	ENSDART00000161383
dre-mir-430a-11	ENSDARG00000111943	ENSDART00000127341
5S_rRNA	ENSDARG00000104931	ENSDART00000161768
U1	ENSDARG00000110070	ENSDART00000181232
psmc4	ENSDARG00000109415	ENSDART00000191785
	ENSDARG00000117052	ENSDART00000184270
5S_rRNA	ENSDARG00000105852	ENSDART00000176761
	ENSDARG00000101553	ENSDART00000164231
5S_rRNA	ENSDARG00000106518	ENSDART00000176514
	ENSDARG00000101464	ENSDART00000168136
5S_rRNA	ENSDARG00000084515	ENSDART00000119915
foxn2b	ENSDARG00000112523	ENSDART00000184672
5S_rRNA	ENSDARG00000108692	ENSDART00000176311
5S_rRNA	ENSDARG00000116720	ENSDART00000187820
5S_rRNA	ENSDARG00000108243	ENSDART00000178920
prpf4	ENSDARG00000114457	ENSDART00000180640
prepl	ENSDARG00000114415	ENSDART00000183466
	ENSDARG00000109518	ENSDART00000180519
5S_rRNA	ENSDARG00000109060	ENSDART00000176595
5S_rRNA	ENSDARG00000114260	ENSDART00000183833
5S_rRNA	ENSDARG00000085188	ENSDART00000120588
mhc1zka	ENSDARG00000104293	ENSDART00000164194
nkl.1	ENSDARG00000112801	ENSDART00000192405
5S_rRNA	ENSDARG00000110014	ENSDART00000175780
uevld	ENSDARG00000116754	ENSDART00000189014
	ENSDARG00000113843	ENSDART00000181811
5S_rRNA	ENSDARG00000116036	ENSDART00000184599
5S_rRNA	ENSDARG00000112753	ENSDART00000183751
5S_rRNA	ENSDARG00000085425	ENSDART00000120825
	ENSDARG00000099319	ENSDART00000161139
U6	ENSDARG00000111777	ENSDART00000181608
5S_rRNA	ENSDARG00000108061	ENSDART00000178897
btg2	ENSDARG00000020298	ENSDART00000019155
ppil4	ENSDARG00000114623	ENSDART00000160701
U8	ENSDARG00000080633	ENSDART00000115749
cdc16	ENSDARG00000111307	ENSDART00000185860
	ENSDARG00000113855	ENSDART00000193720
U1	ENSDARG00000117166	ENSDART00000192853
5S_rRNA	ENSDARG00000112968	ENSDART00000193611
U6	ENSDARG00000114778	ENSDART00000184105
	ENSDARG00000116389	ENSDART00000185508
kif14	ENSDARG00000112389	ENSDART00000181894
5S_rRNA	ENSDARG00000108087	ENSDART00000178620
	ENSDARG00000099168	ENSDART00000170489
5S_rRNA	ENSDARG00000099167	ENSDART00000171553
5S_rRNA	ENSDARG00000112033	ENSDART00000117134
lrrc15	ENSDARG00000110931	ENSDART00000189983
5S_rRNA	ENSDARG00000107454	ENSDART00000178418
ptger1c	ENSDARG00000110042	ENSDART00000184093
edem3	ENSDARG00000074129	ENSDART00000111710
mir199-1a	ENSDARG00000083179	ENSDART00000118567
trim63a	ENSDARG00000113104	ENSDART00000190056
	ENSDARG00000111812	ENSDART00000183818
rbm18	ENSDARG00000111311	ENSDART00000184997
enpp7.1	ENSDARG00000112368	ENSDART00000193731
surf2	ENSDARG00000112476	ENSDART00000184398
	ENSDARG00000101123	ENSDART00000164248
	ENSDARG00000115553	ENSDART00000181731
	ENSDARG00000114594	ENSDART00000191565
	ENSDARG00000115003	ENSDART00000185753
	ENSDARG00000110668	ENSDART00000192412
amdhd2	ENSDARG00000100376	ENSDART00000159647
mmp14b	ENSDARG00000111313	ENSDART00000178475
zgc:77650	ENSDARG00000115509	ENSDART00000190607
tmem163a	ENSDARG00000116870	ENSDART00000187564
tmem163a	ENSDARG00000116870	ENSDART00000192776
tmem163a	ENSDARG00000116870	ENSDART00000183936
tmem163a	ENSDARG00000116870	ENSDART00000184350
	ENSDARG00000112790	ENSDART00000192517
	ENSDARG00000092732	ENSDART00000143968
	ENSDARG00000092732	ENSDART00000106173
	ENSDARG00000092732	ENSDART00000192844
	ENSDARG00000110095	ENSDART00000185723
popdc2	ENSDARG00000109930	ENSDART00000181389
popdc2	ENSDARG00000109930	ENSDART00000180255
	ENSDARG00000113329	ENSDART00000184316
mylpfa	ENSDARG00000112448	ENSDART00000186940
mylpfa	ENSDARG00000112448	ENSDART00000192719
bmpr1aa	ENSDARG00000115025	ENSDART00000177935
ndufa11	ENSDARG00000042777	ENSDART00000062787
scmh1	ENSDARG00000110119	ENSDART00000193196
h3f3c	ENSDARG00000111005	ENSDART00000188898
crnkl1	ENSDARG00000007901	ENSDART00000112689
tat	ENSDARG00000115252	ENSDART00000191866
	ENSDARG00000110704	ENSDART00000181034
	ENSDARG00000110704	ENSDART00000185743
	ENSDARG00000110704	ENSDART00000193922
	ENSDARG00000110704	ENSDART00000192817
	ENSDARG00000110704	ENSDART00000190373
ncapd3	ENSDARG00000111405	ENSDART00000187988
irak1bp1	ENSDARG00000110205	ENSDART00000182114
	ENSDARG00000104312	ENSDART00000158556
pudp	ENSDARG00000112317	ENSDART00000193637
	ENSDARG00000114898	ENSDART00000193429
	ENSDARG00000101583	ENSDART00000166818
foxl2a	ENSDARG00000111061	ENSDART00000183243
morf4l1	ENSDARG00000111898	ENSDART00000191769
zgc:174260	ENSDARG00000116307	ENSDART00000182865
vcam1b	ENSDARG00000110413	ENSDART00000185474
pou4f1	ENSDARG00000005559	ENSDART00000025031
	ENSDARG00000115327	ENSDART00000192477
	ENSDARG00000087018	ENSDART00000127248
hnrnpc	ENSDARG00000113662	ENSDART00000126372
syndig1l	ENSDARG00000113400	ENSDART00000190637
NELL2	ENSDARG00000090690	ENSDART00000126863
drd2b	ENSDARG00000111351	ENSDART00000190560
	ENSDARG00000102091	ENSDART00000172464
chrng	ENSDARG00000086647	ENSDART00000123966
sdhc	ENSDARG00000114672	ENSDART00000181685
sdhc	ENSDARG00000114672	ENSDART00000193639
stom	ENSDARG00000109779	ENSDART00000182906
stom	ENSDARG00000109779	ENSDART00000187096
stom	ENSDARG00000109779	ENSDART00000191091
cldn8.2	ENSDARG00000040628	ENSDART00000059484
cldn8.2	ENSDARG00000040628	ENSDART00000181801
	ENSDARG00000114897	ENSDART00000183549
	ENSDARG00000116283	ENSDART00000188235
s100z	ENSDARG00000038729	ENSDART00000056561
pou3f2b	ENSDARG00000112713	ENSDART00000186291
pvalb9	ENSDARG00000113946	ENSDART00000185253
srpk1a	ENSDARG00000116973	ENSDART00000188605
zgc:113184	ENSDARG00000098181	ENSDART00000173000
cdh4	ENSDARG00000110803	ENSDART00000188112
ldb2b	ENSDARG00000113987	ENSDART00000183799
TGFBR2	ENSDARG00000059363	ENSDART00000082466
slc6a15	ENSDARG00000114469	ENSDART00000189386
	ENSDARG00000111601	ENSDART00000190295
kcnip3b	ENSDARG00000109763	ENSDART00000181527
cxcl11.4	ENSDARG00000101138	ENSDART00000162981
pnisr	ENSDARG00000116449	ENSDART00000188038
	ENSDARG00000113057	ENSDART00000182253
nccrp1	ENSDARG00000113175	ENSDART00000186667
slc2a11b	ENSDARG00000113273	ENSDART00000162404
	ENSDARG00000109481	ENSDART00000184775
sdhc	ENSDARG00000110542	ENSDART00000189877
sdhc	ENSDARG00000110542	ENSDART00000184634
	ENSDARG00000077959	ENSDART00000111824
zgc:77650	ENSDARG00000115534	ENSDART00000187421
zgc:77650	ENSDARG00000115534	ENSDART00000188727
ap1m3	ENSDARG00000113914	ENSDART00000181477
zgc:172121	ENSDARG00000116650	ENSDART00000187594
	ENSDARG00000099949	ENSDART00000159328
ciapin1	ENSDARG00000110622	ENSDART00000188732
prkcz	ENSDARG00000114720	ENSDART00000175064
zgc:174310	ENSDARG00000076442	ENSDART00000111941
zgc:174310	ENSDARG00000076442	ENSDART00000190346
zp3f.2	ENSDARG00000054313	ENSDART00000061677
zp3f.2	ENSDARG00000054313	ENSDART00000185329
dsn1	ENSDARG00000089922	ENSDART00000125136
	ENSDARG00000114712	ENSDART00000184538
her9	ENSDARG00000115775	ENSDART00000193019
dmbx1b	ENSDARG00000002510	ENSDART00000026693
TOM1L2	ENSDARG00000056394	ENSDART00000097345
tars1	ENSDARG00000113759	ENSDART00000185630
tars1	ENSDARG00000113759	ENSDART00000185326
tars1	ENSDARG00000113759	ENSDART00000190358
tars1	ENSDARG00000113759	ENSDART00000185275
	ENSDARG00000109630	ENSDART00000192943
kctd12.1	ENSDARG00000113802	ENSDART00000183888
tnfsf10l4	ENSDARG00000111545	ENSDART00000180292
	ENSDARG00000101684	ENSDART00000168990
5S_rRNA	ENSDARG00000115841	ENSDART00000180536
zbtb12.1	ENSDARG00000103949	ENSDART00000159319
U1	ENSDARG00000111938	ENSDART00000189207
mlpha	ENSDARG00000112518	ENSDART00000193780
5S_rRNA	ENSDARG00000108367	ENSDART00000175536
	ENSDARG00000113126	ENSDART00000193396
SNORD14	ENSDARG00000113056	ENSDART00000118838
pgk1	ENSDARG00000054191	ENSDART00000076333
5S_rRNA	ENSDARG00000110453	ENSDART00000177738
	ENSDARG00000112772	ENSDART00000188137
5S_rRNA	ENSDARG00000082567	ENSDART00000118699
5S_rRNA	ENSDARG00000112980	ENSDART00000176889
5S_rRNA	ENSDARG00000106476	ENSDART00000175985
5S_rRNA	ENSDARG00000111283	ENSDART00000191882
5S_rRNA	ENSDARG00000112604	ENSDART00000183830
	ENSDARG00000110575	ENSDART00000183190
	ENSDARG00000085485	ENSDART00000120885
fbxl3a	ENSDARG00000103505	ENSDART00000160869
fbxl3a	ENSDARG00000103505	ENSDART00000161105
fbxl3a	ENSDARG00000103505	ENSDART00000185450
5S_rRNA	ENSDARG00000098086	ENSDART00000167194
BRSK2	ENSDARG00000061421	ENSDART00000087570
BRSK2	ENSDARG00000061421	ENSDART00000178891
5S_rRNA	ENSDARG00000108057	ENSDART00000178137
	ENSDARG00000116844	ENSDART00000184662
5S_rRNA	ENSDARG00000099797	ENSDART00000164828
5S_rRNA	ENSDARG00000110968	ENSDART00000185038
cyp46a1.4	ENSDARG00000113820	ENSDART00000099258
5S_rRNA	ENSDARG00000080933	ENSDART00000116992
map2k6	ENSDARG00000099184	ENSDART00000171268
map2k6	ENSDARG00000099184	ENSDART00000175409
5S_rRNA	ENSDARG00000106726	ENSDART00000179404
aldh9a1a.2	ENSDARG00000117162	ENSDART00000181614
U1	ENSDARG00000112871	ENSDART00000183939
5S_rRNA	ENSDARG00000085124	ENSDART00000120524
5S_rRNA	ENSDARG00000108506	ENSDART00000177545
wdr44	ENSDARG00000114247	ENSDART00000184331
fabp1a	ENSDARG00000019357	ENSDART00000006606
U6	ENSDARG00000116029	ENSDART00000191407
nlgn2b	ENSDARG00000111576	ENSDART00000190462
U6	ENSDARG00000113523	ENSDART00000191522
Metazoa_SRP	ENSDARG00000117058	ENSDART00000186697
	ENSDARG00000116666	ENSDART00000189007
5S_rRNA	ENSDARG00000083807	ENSDART00000119207
znf276	ENSDARG00000110991	ENSDART00000186128
cnpy4	ENSDARG00000114769	ENSDART00000189661
Metazoa_SRP	ENSDARG00000098682	ENSDART00000171226
Metazoa_SRP	ENSDARG00000088254	ENSDART00000126360
Metazoa_SRP	ENSDARG00000086128	ENSDART00000129231
	ENSDARG00000100384	ENSDART00000171539
dre-mir-137-2	ENSDARG00000100071	ENSDART00000164662
rgs5a	ENSDARG00000114979	ENSDART00000181098
mdm2	ENSDARG00000115677	ENSDART00000190211
mdm2	ENSDARG00000115677	ENSDART00000040435
mdm2	ENSDARG00000115677	ENSDART00000186397
	ENSDARG00000113107	ENSDART00000184884
	ENSDARG00000102797	ENSDART00000158145
mir29a-1	ENSDARG00000081841	ENSDART00000115688
	ENSDARG00000109704	ENSDART00000176926
	ENSDARG00000089562	ENSDART00000131097
	ENSDARG00000100084	ENSDART00000169896
abhd6b	ENSDARG00000111140	ENSDART00000191580
	ENSDARG00000103952	ENSDART00000162637
	ENSDARG00000103952	ENSDART00000182282
	ENSDARG00000103952	ENSDART00000190763
ube2d1a	ENSDARG00000111656	ENSDART00000190044
	ENSDARG00000101486	ENSDART00000171652
	ENSDARG00000101486	ENSDART00000182120
irx3b	ENSDARG00000031138	ENSDART00000042271
	ENSDARG00000114779	ENSDART00000183009
ncf4	ENSDARG00000110339	ENSDART00000032757
tacr2	ENSDARG00000109849	ENSDART00000182708
CC2D2A	ENSDARG00000090971	ENSDART00000190876
CC2D2A	ENSDARG00000090971	ENSDART00000126768
mospd2	ENSDARG00000026024	ENSDART00000029528
mospd2	ENSDARG00000026024	ENSDART00000191622
akip1	ENSDARG00000111207	ENSDART00000189798
	ENSDARG00000116555	ENSDART00000059833
taar10c	ENSDARG00000110168	ENSDART00000060795
	ENSDARG00000113139	ENSDART00000188085
mtfr1l	ENSDARG00000111141	ENSDART00000180992
fibcd1b	ENSDARG00000109954	ENSDART00000192530
stat6	ENSDARG00000115859	ENSDART00000168175
stat6	ENSDARG00000115859	ENSDART00000179558
sulf2a	ENSDARG00000113259	ENSDART00000180684
zgc:92749	ENSDARG00000012632	ENSDART00000007202
tbrg1	ENSDARG00000074996	ENSDART00000129624
tbrg1	ENSDARG00000074996	ENSDART00000184596
nfkbib	ENSDARG00000109444	ENSDART00000182691
	ENSDARG00000114774	ENSDART00000193779
apool	ENSDARG00000111985	ENSDART00000192846
napgb	ENSDARG00000043012	ENSDART00000097388
cct8	ENSDARG00000008243	ENSDART00000166348
cct8	ENSDARG00000008243	ENSDART00000009477
	ENSDARG00000116195	ENSDART00000182459
	ENSDARG00000116195	ENSDART00000188442
	ENSDARG00000113768	ENSDART00000188741
	ENSDARG00000092230	ENSDART00000136968
	ENSDARG00000114496	ENSDART00000181447
ccdc187	ENSDARG00000112560	ENSDART00000189654
tmem63bb	ENSDARG00000106631	ENSDART00000179561
	ENSDARG00000103696	ENSDART00000157893
zgc:112146	ENSDARG00000104829	ENSDART00000168864
spaca9	ENSDARG00000114189	ENSDART00000180143
rabl2	ENSDARG00000112447	ENSDART00000185010
ARSB	ENSDARG00000108788	ENSDART00000174654
zer1	ENSDARG00000105123	ENSDART00000162755
rab14l	ENSDARG00000035188	ENSDART00000050971
	ENSDARG00000098520	ENSDART00000187548
si:ch211-250e5.16	ENSDARG00000078457	ENSDART00000136334
klf2a	ENSDARG00000113441	ENSDART00000188451
	ENSDARG00000109294	ENSDART00000168410
obsl1a	ENSDARG00000003684	ENSDART00000137136
adnpa	ENSDARG00000115617	ENSDART00000179954
ehmt2	ENSDARG00000102325	ENSDART00000168138
	ENSDARG00000109744	ENSDART00000193311
	ENSDARG00000115882	ENSDART00000186847
nitr14b	ENSDARG00000116315	ENSDART00000189395
rab40b	ENSDARG00000110455	ENSDART00000180256
cysltr1	ENSDARG00000116295	ENSDART00000193385
	ENSDARG00000113365	ENSDART00000187191
	ENSDARG00000112121	ENSDART00000193685
efr3a	ENSDARG00000115083	ENSDART00000192017
efr3a	ENSDARG00000115083	ENSDART00000190585
U1	ENSDARG00000110989	ENSDART00000192838
ten1	ENSDARG00000097346	ENSDART00000154941
ten1	ENSDARG00000097346	ENSDART00000154252
dhrs13b.1	ENSDARG00000111081	ENSDART00000187052
5S_rRNA	ENSDARG00000108339	ENSDART00000174737
	ENSDARG00000080372	ENSDART00000118878
U1	ENSDARG00000113170	ENSDART00000179769
5S_rRNA	ENSDARG00000112693	ENSDART00000184063
5S_rRNA	ENSDARG00000109727	ENSDART00000181865
5S_rRNA	ENSDARG00000107631	ENSDART00000176310
5S_rRNA	ENSDARG00000111970	ENSDART00000180203
5S_rRNA	ENSDARG00000083583	ENSDART00000117090
5S_rRNA	ENSDARG00000109812	ENSDART00000188464
ccn1	ENSDARG00000023062	ENSDART00000036631
5S_rRNA	ENSDARG00000111508	ENSDART00000181273
	ENSDARG00000102909	ENSDART00000172263
5S_rRNA	ENSDARG00000108714	ENSDART00000174932
5S_rRNA	ENSDARG00000106269	ENSDART00000176908
U6	ENSDARG00000111032	ENSDART00000180625
U6	ENSDARG00000115551	ENSDART00000187586
	ENSDARG00000109252	ENSDART00000191670
U6	ENSDARG00000114998	ENSDART00000192063
ehmt1b	ENSDARG00000116921	ENSDART00000180237
U6	ENSDARG00000114896	ENSDART00000187098
dre-mir-107	ENSDARG00000083423	ENSDART00000117528
	ENSDARG00000114215	ENSDART00000120295
	ENSDARG00000111834	ENSDART00000128123
rnpep	ENSDARG00000110262	ENSDART00000191421
mir460	ENSDARG00000082599	ENSDART00000116274
	ENSDARG00000100098	ENSDART00000161115
dre-mir-19b	ENSDARG00000100273	ENSDART00000160452
	ENSDARG00000109688	ENSDART00000191418
yars1	ENSDARG00000113430	ENSDART00000188581
atp2b3b	ENSDARG00000112865	ENSDART00000174986
trmt112	ENSDARG00000109878	ENSDART00000193958
prps1b	ENSDARG00000110507	ENSDART00000168375
prps1b	ENSDARG00000110507	ENSDART00000189162
	ENSDARG00000113547	ENSDART00000190301
	ENSDARG00000103517	ENSDART00000164859
ft2	ENSDARG00000109567	ENSDART00000179987
SGSM1	ENSDARG00000028857	ENSDART00000181430
SGSM1	ENSDARG00000028857	ENSDART00000047841
SGSM1	ENSDARG00000028857	ENSDART00000182813
SGSM1	ENSDARG00000028857	ENSDART00000191808
	ENSDARG00000113740	ENSDART00000182604
	ENSDARG00000113740	ENSDART00000185679
drd1b	ENSDARG00000038918	ENSDART00000056810
slc17a7a	ENSDARG00000112552	ENSDART00000179735
or80a3	ENSDARG00000112807	ENSDART00000190895
lyz	ENSDARG00000109290	ENSDART00000181933
etv5a	ENSDARG00000113729	ENSDART00000180814
vma21	ENSDARG00000113532	ENSDART00000192890
vma21	ENSDARG00000113532	ENSDART00000183597
vma21	ENSDARG00000113532	ENSDART00000190835
vma21	ENSDARG00000113532	ENSDART00000184019
	ENSDARG00000109607	ENSDART00000188554
sdcbp2	ENSDARG00000115159	ENSDART00000190511
	ENSDARG00000116323	ENSDART00000187220
	ENSDARG00000104393	ENSDART00000189371
	ENSDARG00000104393	ENSDART00000171225
bgnb	ENSDARG00000110495	ENSDART00000179963
nitr4a	ENSDARG00000075288	ENSDART00000168869
nitr4a	ENSDARG00000075288	ENSDART00000131164
eif4ebp1	ENSDARG00000113927	ENSDART00000184901
rragca	ENSDARG00000110332	ENSDART00000184200
	ENSDARG00000111868	ENSDART00000186851
klhl8	ENSDARG00000101270	ENSDART00000157614
sncaip	ENSDARG00000100198	ENSDART00000172101
	ENSDARG00000104886	ENSDART00000164300
ctdnep1a	ENSDARG00000115280	ENSDART00000174856
lcor	ENSDARG00000100908	ENSDART00000167538
	ENSDARG00000113650	ENSDART00000182826
	ENSDARG00000098122	ENSDART00000158652
isl2a	ENSDARG00000003971	ENSDART00000012862
alx1	ENSDARG00000115230	ENSDART00000184848
cfap100	ENSDARG00000111474	ENSDART00000153585
	ENSDARG00000110856	ENSDART00000181823
ccl20a.3	ENSDARG00000114463	ENSDART00000184189
socs5b	ENSDARG00000112945	ENSDART00000185068
gzma	ENSDARG00000112472	ENSDART00000185988
	ENSDARG00000115556	ENSDART00000188202
cldn34a	ENSDARG00000087805	ENSDART00000121492
cxxc1b	ENSDARG00000111907	ENSDART00000179935
gpat3	ENSDARG00000116985	ENSDART00000192141
shtn1	ENSDARG00000114087	ENSDART00000190792
zmp:0000000662	ENSDARG00000056829	ENSDART00000079392
zgc:77614	ENSDARG00000110827	ENSDART00000187636
flncb	ENSDARG00000018820	ENSDART00000026492
atxn2	ENSDARG00000115860	ENSDART00000186504
atxn2	ENSDARG00000115860	ENSDART00000187188
atxn2	ENSDARG00000115860	ENSDART00000183459
atxn2	ENSDARG00000115860	ENSDART00000190496
atxn2	ENSDARG00000115860	ENSDART00000192372
rab38b	ENSDARG00000112889	ENSDART00000140186
	ENSDARG00000116814	ENSDART00000192179
	ENSDARG00000116814	ENSDART00000181596
tsc1a	ENSDARG00000113892	ENSDART00000193653
	ENSDARG00000102714	ENSDART00000158003
cc2d1a	ENSDARG00000036281	ENSDART00000110818
p2ry10	ENSDARG00000111991	ENSDART00000181327
	ENSDARG00000115377	ENSDART00000182055
polr2i	ENSDARG00000110652	ENSDART00000189528
prkcaa	ENSDARG00000115657	ENSDART00000193583
	ENSDARG00000115779	ENSDART00000164141
	ENSDARG00000111339	ENSDART00000192377
	ENSDARG00000115167	ENSDART00000182868
kras	ENSDARG00000010844	ENSDART00000009126
kras	ENSDARG00000010844	ENSDART00000188286
impdh1a	ENSDARG00000115253	ENSDART00000180566
impdh1a	ENSDARG00000115253	ENSDART00000186938
	ENSDARG00000111368	ENSDART00000180497
ptgdsa	ENSDARG00000109669	ENSDART00000182697
dnaaf2	ENSDARG00000103132	ENSDART00000167840
ik	ENSDARG00000004161	ENSDART00000181266
ik	ENSDARG00000004161	ENSDART00000012396
pbdc1	ENSDARG00000111256	ENSDART00000184513
surf4	ENSDARG00000104647	ENSDART00000172177
	ENSDARG00000114804	ENSDART00000180460
arhgef7b	ENSDARG00000073848	ENSDART00000108528
arhgef7b	ENSDARG00000073848	ENSDART00000042086
fam98b	ENSDARG00000113494	ENSDART00000187657
katnb1	ENSDARG00000110223	ENSDART00000169463
pomt1	ENSDARG00000112005	ENSDART00000182712
adra1bb	ENSDARG00000116032	ENSDART00000191645
FAM13A	ENSDARG00000075564	ENSDART00000080389
desi1b	ENSDARG00000111355	ENSDART00000192191
zgc:171579	ENSDARG00000114687	ENSDART00000181565
snrnp48	ENSDARG00000112516	ENSDART00000113834
nfr	ENSDARG00000114540	ENSDART00000191935
	ENSDARG00000103927	ENSDART00000162405
uqcc5	ENSDARG00000113338	ENSDART00000188731
nitr1m	ENSDARG00000087631	ENSDART00000127748
MYLK	ENSDARG00000034801	ENSDART00000046903
grik5	ENSDARG00000111384	ENSDART00000158298
prrt4a	ENSDARG00000088343	ENSDART00000126331
fam204a	ENSDARG00000114877	ENSDART00000193646
atad5b	ENSDARG00000116936	ENSDART00000180888
